condition_key,drug,rank,rank_by_rating,score,shrunk_rating,mean_rating,n_reviews,positive_rate,mean_useful,mimic_confirmed,mimic_notes_matched,mimic_match_mode
constipation drug induced,Lubiprostone,6,4,23.1564,6.1888,5.5,14,0.4286,23.9286,False,14,loose
copd,Roflumilast,1,3,41.2906,7.9464,8.3704,27,0.8148,48.6296,True,13,strict
copd,Daliresp,2,6,39.1769,7.8354,8.24,25,0.8,52.16,False,13,strict
copd,Symbicort,3,7,36.984,7.7117,8.087,23,0.7391,57.1304,False,13,strict
copd,Umeclidinium / vilanterol,4,2,35.3425,8.3303,9.2222,18,0.9444,40.3889,False,13,strict
copd,Anoro Ellipta,5,1,35.1046,8.5141,9.5882,17,1.0,42.7647,False,13,strict
copd,Breo Ellipta,6,9,28.991,7.0314,7.0588,17,0.6471,35.2353,False,13,strict
copd,Fluticasone / vilanterol,7,10,28.991,7.0314,7.0588,17,0.6471,35.2353,True,13,strict
copd,Olodaterol / tiotropium,8,12,20.973,6.6322,6.2,10,0.5,25.9,True,13,strict
copd,Aclidinium,9,4,20.7356,7.8373,9.2857,7,1.0,33.0,False,13,strict
copd,Tudorza Pressair,10,5,20.7356,7.8373,9.2857,7,1.0,33.0,False,13,strict
copd,Stiolto Respimat,11,11,20.2727,6.7576,6.4444,9,0.5556,28.7778,False,13,strict
copd,Prednisone,12,8,16.9559,7.5829,9.0,5,1.0,46.0,True,13,strict
copd acute,Albuterol,1,1,19.2727,6.4242,5.6667,9,0.5556,13.5556,True,132,loose
copd maintenance,Tiotropium,1,6,56.0075,6.9469,6.9385,65,0.6,59.9846,True,13,loose
copd maintenance,Spiriva,2,8,53.0009,6.9001,6.8814,59,0.5763,65.2881,False,13,loose
copd maintenance,Albuterol / ipratropium,3,5,35.258,7.0516,7.08,25,0.68,19.44,True,13,loose
copd maintenance,Fluticasone / salmeterol,4,4,33.9694,7.0831,7.1304,23,0.6522,17.6087,True,13,loose
copd maintenance,Advair Diskus,5,10,29.6559,6.8035,6.6842,19,0.5789,20.2105,True,13,loose
copd maintenance,Combivent,6,1,28.5429,7.9164,8.7692,13,0.9231,18.7692,False,13,loose
copd maintenance,Albuterol,7,7,24.9373,6.9164,6.8462,13,0.6154,28.8462,True,13,loose
copd maintenance,Symbicort,8,9,22.6265,6.8221,6.6364,11,0.5455,37.3636,False,13,loose
copd maintenance,Daliresp,9,13,20.4828,5.9129,4.8333,12,0.3333,35.9167,False,13,loose
copd maintenance,Roflumilast,10,14,20.4828,5.9129,4.8333,12,0.3333,35.9167,True,13,loose
copd maintenance,Combivent Respimat,11,15,16.6749,5.8955,4.25,8,0.25,21.75,False,13,loose
copd maintenance,Ipratropium,12,2,16.1667,7.23,7.8,5,0.8,16.2,True,13,loose
copd maintenance,Spiriva Respimat,13,3,15.9036,7.1123,7.4,5,0.8,8.8,False,13,loose
copd maintenance,Breo Ellipta,14,11,14.4567,6.4652,5.2,5,0.4,10.8,False,13,loose
copd maintenance,Fluticasone / vilanterol,15,12,14.4567,6.4652,5.2,5,0.4,10.8,True,13,loose
cough,Chlorpheniramine / hydrocodone,1,1,84.4089,9.0496,9.3333,87,0.9425,12.2299,False,1,loose
cough,Benzonatate,2,22,83.6276,5.0521,4.9672,274,0.438,19.0182,True,1,loose
cough,Tussionex Pennkinetic,3,2,75.9276,9.011,9.3521,71,0.9437,12.9718,False,1,loose
cough,Homatropine / hydrocodone,4,6,68.5844,7.7657,7.8846,78,0.7692,14.9231,False,1,loose
cough,Dextromethorphan,5,23,53.3007,4.076,3.8713,171,0.269,6.9474,False,1,loose
cough,Tessalon Perles,6,17,50.5964,6.4782,6.377,61,0.5574,31.1148,False,1,loose
cough,Codeine / promethazine,7,11,47.6065,7.1769,7.2273,44,0.6818,16.0455,False,1,loose
cough,Codeine / guaifenesin,8,19,45.6865,6.2755,6.1132,53,0.5094,20.3019,True,1,loose
cough,Guaifenesin,9,18,44.6289,6.3756,6.2245,49,0.5918,18.2449,True,1,loose
cough,Hycodan,10,4,43.246,8.1727,8.6786,28,0.8929,14.3929,False,1,loose
cough,Hydromet,11,7,39.3039,7.7081,8.0385,26,0.7308,25.1154,False,1,loose
cough,Delsym,12,24,38.2347,3.7492,3.375,104,0.2019,8.9808,False,1,loose
cough,Acetaminophen / hydrocodone,13,3,38.1402,8.5284,9.45,20,0.95,41.75,False,1,loose
cough,Mucinex,14,16,33.6963,6.4849,6.2593,27,0.5926,27.2963,False,1,loose
cough,Cheratussin AC,15,21,30.6319,5.8951,5.4074,27,0.4074,27.2222,False,1,loose
cough and nasal congestion,Guaifenesin / pseudoephedrine,1,8,87.8379,6.5837,6.5562,178,0.6404,14.0169,True,3,loose
cough and nasal congestion,Mucinex D,2,10,81.5492,6.5083,6.4713,157,0.6306,15.5096,False,3,loose
cough and nasal congestion,Chlorpheniramine / hydrocodone / pseudoephedrine,3,1,29.4318,8.4962,10.0,12,1.0,7.5,True,3,loose
cough and nasal congestion,Zutripro,4,2,29.4318,8.4962,10.0,12,1.0,7.5,False,3,loose
cough and nasal congestion,Brompheniramine / dextromethorphan / pseudoephedrine,5,11,27.5643,6.497,6.1667,18,0.6111,7.7778,False,3,loose
cough and nasal congestion,Bromfed DM,6,6,23.6583,6.8295,6.6667,12,0.6667,10.9167,False,3,loose
cough and nasal congestion,Mucinex D Maximum Strength,7,7,23.0809,6.6629,6.3333,12,0.5833,0.6667,False,3,loose
cough and nasal congestion,Dextromethorphan / guaifenesin / pseudoephedrine,8,4,19.0392,7.7727,9.3333,6,1.0,2.1667,True,3,loose
cough and nasal congestion,Chlorpheniramine / dextromethorphan / phenylephrine,9,5,18.2227,7.4394,8.3333,6,0.8333,5.6667,False,3,loose
cough and nasal congestion,Chlorpheniramine / dextromethorphan / pseudoephedrine,10,3,17.482,7.8182,9.8,5,1.0,5.2,False,3,loose
cough and nasal congestion,Chlorpheniramine / dextromethorphan,11,9,14.5883,6.5241,5.4,5,0.4,6.6,False,3,loose
crohn s,Mesalamine,1,5,35.0656,7.3117,7.4783,23,0.7391,9.2174,True,4,strict
crohn s,Adalimumab,2,9,34.4006,6.388,6.1379,29,0.5172,23.7586,False,4,strict
crohn s,Humira,3,10,34.4006,6.388,6.1379,29,0.5172,23.7586,False,4,strict
crohn s,Cholestyramine,4,1,22.3317,7.8955,9.25,8,0.875,39.375,False,4,strict
crohn s,Pentasa,5,3,21.766,7.6955,8.75,8,0.875,8.5,False,4,strict
crohn s,Infliximab,6,12,20.8961,6.3004,5.5455,11,0.3636,7.6364,False,4,strict
crohn s,Vedolizumab,7,14,19.6011,5.4364,4.0,13,0.2308,9.2308,False,4,strict
crohn s,Entyvio,8,13,19.4725,5.6212,4.25,12,0.25,9.6667,False,4,strict
crohn s,Remicade,9,11,19.1299,6.3766,5.5556,9,0.3333,8.7778,False,4,strict
crohn s,Asacol,10,4,18.2227,7.4394,8.3333,6,0.8333,10.1667,False,4,strict
crohn s,Sulfasalazine,11,2,17.3505,7.7594,9.6,5,1.0,12.0,False,4,strict
crohn s,Azathioprine,12,8,16.5897,6.7727,6.3333,6,0.6667,11.0,False,4,strict
crohn s,Budesonide,13,6,16.1667,7.23,7.8,5,0.8,17.8,False,4,strict
crohn s,Balsalazide,14,7,15.9036,7.1123,7.4,5,0.8,8.8,False,4,strict
crohn s acute,Infliximab,1,4,21.5479,6.8141,6.6,10,0.6,7.9,False,124,loose
crohn s acute,Remicade,2,5,21.5479,6.8141,6.6,10,0.6,7.9,False,124,loose
crohn s acute,Metronidazole,3,1,19.3431,7.311,7.8571,7,0.8571,3.5714,True,124,loose
crohn s acute,Adalimumab,4,2,16.998,6.9394,6.8333,6,0.6667,25.6667,False,124,loose
crohn s acute,Humira,5,3,16.998,6.9394,6.8333,6,0.6667,25.6667,False,124,loose
crohn s maintenance,Mesalamine,1,1,52.5814,7.9269,8.1818,44,0.8636,20.4318,True,4,loose
crohn s maintenance,Adalimumab,2,5,46.2922,7.6104,7.8108,37,0.7838,41.5405,False,4,loose
crohn s maintenance,Humira,3,6,46.2922,7.6104,7.8108,37,0.7838,41.5405,False,4,loose
crohn s maintenance,Pentasa,4,2,45.3685,7.7806,8.0588,34,0.8529,22.3824,False,4,loose
crohn s maintenance,Infliximab,5,7,39.4097,7.4477,7.6429,28,0.7857,30.1786,False,4,loose
crohn s maintenance,Remicade,6,8,39.4097,7.4477,7.6429,28,0.7857,30.1786,False,4,loose
crohn s maintenance,Azathioprine,7,10,22.2666,7.0413,7.1,10,0.8,20.7,False,4,loose
crohn s maintenance,Imuran,8,11,20.7013,6.9004,6.7778,9,0.7778,22.5556,False,4,loose
crohn s maintenance,Asacol,9,9,19.6216,7.4163,8.1429,7,0.8571,17.4286,False,4,loose
crohn s maintenance,Certolizumab,10,3,18.9031,7.7172,9.1667,6,0.8333,17.1667,False,4,loose
crohn s maintenance,Cimzia,11,4,18.9031,7.7172,9.1667,6,0.8333,17.1667,False,4,loose
crohn s maintenance,Mercaptopurine,12,12,16.1092,5.6955,3.75,8,0.25,8.5,False,4,loose
cyclic vomiting syndrome,Amitriptyline,1,1,37.4414,8.3722,9.2,20,0.95,15.5,False,26,loose
cyclic vomiting syndrome,Nortriptyline,2,2,16.6928,7.4652,8.6,5,1.0,9.0,False,26,loose
deep vein thrombosis,Rivaroxaban,1,8,38.1136,6.3523,6.1389,36,0.5556,26.75,True,7,strict
deep vein thrombosis,Xarelto,2,7,37.1366,6.4646,6.2727,33,0.5758,28.9091,False,7,strict
deep vein thrombosis,Enoxaparin,3,1,18.7671,7.6616,9.0,6,1.0,23.0,True,7,strict
deep vein thrombosis,Lovenox,4,2,18.7671,7.6616,9.0,6,1.0,23.0,False,7,strict
deep vein thrombosis,Dabigatran,5,3,16.7258,6.8283,6.5,6,0.5,12.0,False,7,strict
deep vein thrombosis,Pradaxa,6,4,16.7258,6.8283,6.5,6,0.5,12.0,False,7,strict
deep vein thrombosis,Apixaban,7,5,14.8513,6.6417,5.8,5,0.4,28.4,False,7,strict
deep vein thrombosis,Eliquis,8,6,14.8513,6.6417,5.8,5,0.4,28.4,False,7,strict
dental abscess,Metronidazole,1,3,57.6264,6.6541,6.6,75,0.5467,23.7733,True,17,loose
dental abscess,Amoxicillin,2,4,26.4009,5.9034,5.25,20,0.4,23.2,True,17,loose
dental abscess,Flagyl,3,1,19.6216,7.4163,8.1429,7,0.7143,52.2857,True,17,loose
dental abscess,Clarithromycin,4,2,14.9829,6.7005,6.0,5,0.6,26.0,False,17,loose
depression,Bupropion,1,35,201.7226,7.3806,7.3869,747,0.7242,55.7925,True,44,strict
depression,Sertraline,2,52,183.7857,7.1376,7.1403,663,0.6953,54.9382,True,44,strict
depression,Desvenlafaxine,3,50,171.4046,7.1605,7.164,573,0.6998,40.6928,True,44,strict
depression,Escitalopram,4,28,171.2532,7.5463,7.5592,515,0.7592,43.4524,True,44,strict
depression,Pristiq,5,47,169.4974,7.2013,7.2058,554,0.704,41.9675,False,44,strict
depression,Citalopram,6,30,168.9829,7.4608,7.4717,513,0.7388,40.2749,True,44,strict
depression,Venlafaxine,7,74,156.9109,6.5493,6.5401,574,0.6237,32.3972,True,44,strict
depression,Lexapro,8,27,153.5562,7.6022,7.6201,408,0.7721,52.3676,False,44,strict
depression,Fluoxetine,9,42,143.5145,7.2578,7.266,391,0.7059,45.0281,True,44,strict
depression,Zoloft,10,48,140.9792,7.1757,7.1813,386,0.7098,80.0777,False,44,strict
depression,Duloxetine,11,76,135.9452,6.5031,6.4897,437,0.6041,46.7071,True,44,strict
depression,Vilazodone,12,71,132.8375,6.5845,6.5725,407,0.5995,51.5037,False,44,strict
depression,Cymbalta,13,75,131.8429,6.5033,6.4891,411,0.6034,49.4258,False,44,strict
depression,Wellbutrin,14,38,131.6229,7.3351,7.3478,322,0.7205,78.4596,False,44,strict
depression,Viibryd,15,72,131.1879,6.5841,6.5718,397,0.5995,52.7834,False,44,strict
dermatitis,Triamcinolone,1,2,34.7768,8.197,9.0,18,0.8889,19.5,True,2,loose
dermatitis,Clobetasol,2,1,34.2727,8.5682,9.75,16,1.0,18.0,True,2,loose
dermatitis,Fluocinonide,3,3,25.1414,7.9504,9.1,10,0.9,21.6,False,2,loose
dermatitis,Desonide,4,5,21.2004,7.4955,8.25,8,0.875,19.75,False,2,loose
dermatitis,Prednisolone,5,7,17.6784,7.2172,7.6667,6,0.8333,13.1667,False,2,loose
dermatitis,Betamethasone,6,4,17.3505,7.7594,9.6,5,1.0,13.4,False,2,loose
dermatitis,Hydrocortisone,7,6,16.1667,7.23,7.8,5,0.8,8.0,False,2,loose
dermatological disorders,Betamethasone,1,1,23.987,7.9957,9.3333,9,1.0,27.6667,False,0,none
dermatological disorders,Urea,2,2,19.3114,7.8838,9.6667,6,1.0,28.6667,False,0,none
dermatological disorders,Silver,3,3,19.0392,7.7727,9.3333,6,1.0,9.3333,False,0,none
dermatological disorders,Hydroquinone,4,4,13.1414,5.877,3.2,5,0.2,39.6,False,0,none
diabetes type 1,"Insulin inhalation, rapid acting",1,1,42.1576,7.4525,7.625,32,0.75,41.7812,True,36,strict
diabetes type 1,Afrezza,2,3,41.1638,7.3932,7.5484,31,0.7419,42.9032,False,36,strict
diabetes type 1,Insulin degludec,3,6,26.9812,5.626,4.913,23,0.3913,13.4783,True,36,strict
diabetes type 1,Tresiba,4,5,26.4745,5.6444,4.9091,22,0.4091,14.0909,False,36,strict
diabetes type 1,Insulin glargine,5,4,22.2208,5.7374,4.7333,15,0.4,12.2667,True,36,strict
diabetes type 1,Lantus,6,2,18.2227,7.4394,8.3333,6,0.8333,24.6667,True,36,strict
diabetes type 2,Liraglutide,1,1,149.5309,7.8919,7.922,359,0.7967,29.6852,False,36,strict
diabetes type 2,Victoza,2,2,148.0269,7.8899,7.9205,352,0.7983,30.2074,False,36,strict
diabetes type 2,Exenatide,3,12,113.886,7.2759,7.2898,245,0.698,25.7755,False,36,strict
diabetes type 2,Dulaglutide,4,47,104.3006,6.0319,5.9933,299,0.5318,18.6388,False,36,strict
diabetes type 2,Trulicity,5,48,102.1078,6.0063,5.9654,289,0.526,19.2768,False,36,strict
diabetes type 2,Bydureon,6,19,91.5126,6.9778,6.9767,172,0.6744,24.4535,False,36,strict
diabetes type 2,Canagliflozin,7,40,87.4266,6.2448,6.199,196,0.551,37.75,False,36,strict
diabetes type 2,Invokana,8,38,86.5237,6.2606,6.2147,191,0.555,38.7068,False,36,strict
diabetes type 2,Byetta,9,3,65.4182,7.8754,8.029,69,0.7536,30.5072,False,36,strict
diabetes type 2,Metformin,10,37,65.1859,6.3018,6.2243,107,0.5888,44.5514,True,36,strict
diabetes type 2,Empagliflozin,11,27,49.6477,6.7562,6.7037,54,0.6111,30.3333,False,36,strict
diabetes type 2,Insulin glargine,12,23,49.1862,6.8874,6.8627,51,0.5686,15.4314,True,36,strict
diabetes type 2,Sitagliptin,13,50,48.9991,5.9862,5.806,67,0.4627,46.8955,True,36,strict
diabetes type 2,Jardiance,14,26,48.2794,6.7605,6.7059,51,0.6275,32.0392,False,36,strict
diabetes type 2,Januvia,15,46,47.2191,6.096,5.9167,60,0.4667,52.0667,False,36,strict
diabetic peripheral neuropathy,Pregabalin,1,8,44.6093,6.5069,6.383,47,0.5319,48.1064,True,19,loose
diabetic peripheral neuropathy,Lyrica,2,7,44.0045,6.5598,6.4444,45,0.5556,50.1111,False,19,loose
diabetic peripheral neuropathy,Gabapentin,3,5,40.706,6.692,6.5946,37,0.6486,24.2973,True,19,loose
diabetic peripheral neuropathy,Duloxetine,4,6,37.1498,6.6723,6.5484,31,0.6452,35.5161,False,19,loose
diabetic peripheral neuropathy,Cymbalta,5,4,36.6316,6.9227,6.8929,28,0.6786,39.0714,False,19,loose
diabetic peripheral neuropathy,Nucynta ER,6,1,21.0589,7.4455,8.125,8,0.875,21.375,False,19,loose
diabetic peripheral neuropathy,Tapentadol,7,2,21.0589,7.4455,8.125,8,0.875,21.375,False,19,loose
diabetic peripheral neuropathy,Topiramate,8,3,20.069,7.0955,7.25,8,0.875,40.375,True,19,loose
diarrhea,Atropine / diphenoxylate,1,3,50.7308,7.9228,8.1951,41,0.8293,36.0244,False,10,strict
diarrhea,Lomotil,2,7,39.6918,7.6387,7.9259,27,0.8148,49.5926,False,10,strict
diarrhea,Loperamide,3,2,38.9023,8.1117,8.6957,23,0.8696,17.2609,True,10,strict
diarrhea,Opium,4,1,33.5585,8.3896,9.4375,16,1.0,18.125,False,10,strict
diarrhea,Bismuth subsalicylate,5,4,20.8749,7.89,9.4286,7,1.0,10.2857,False,10,strict
diarrhea,Saccharomyces boulardii lyo,6,9,19.9001,7.5215,8.4286,7,0.8571,35.1429,False,10,strict
diarrhea,Paregoric,7,5,19.1753,7.8283,9.5,6,1.0,31.6667,False,10,strict
diarrhea,Pepto-Bismol,8,6,19.0392,7.7727,9.3333,6,1.0,11.0,False,10,strict
diarrhea,Imodium A-D,9,11,17.4062,7.1061,7.3333,6,0.6667,22.3333,False,10,strict
diarrhea,Florastor,10,8,16.9559,7.5829,9.0,5,0.8,47.8,False,10,strict
diarrhea,Imodium,11,10,16.2982,7.2888,8.0,5,0.8,18.6,False,10,strict
diarrhea chronic,Colesevelam,1,1,51.3065,8.9313,9.6364,33,0.9697,54.5455,False,105,loose
diarrhea chronic,Welchol,2,2,36.7567,8.6636,9.7778,18,1.0,93.0,False,105,loose
diarrhea chronic,Loperamide,3,3,23.0388,8.1455,9.875,8,1.0,24.0,True,105,loose
dietary supplementation,Multivitamin,1,4,44.7919,6.4652,6.3333,48,0.5833,30.2917,False,0,none
dietary supplementation,Ubiquinone,2,1,21.766,7.6955,8.75,8,0.875,32.75,False,0,none
dietary supplementation,Biotin,3,5,19.2727,6.4242,5.6667,9,0.4444,22.3333,False,0,none
dietary supplementation,Omega-3 polyunsaturated fatty acids,4,6,18.2727,6.0909,4.8889,9,0.4444,19.8889,False,0,none
dietary supplementation,CoQ10,5,2,16.4297,7.3476,8.2,5,0.8,38.2,False,0,none
dietary supplementation,Chondroitin / glucosamine,6,3,15.6405,6.9947,7.0,5,0.6,10.6,False,0,none
diverticulitis,Metronidazole,1,2,72.3713,6.8692,6.8559,111,0.6577,38.2883,True,12,strict
diverticulitis,Flagyl,2,3,46.5302,6.8605,6.8261,46,0.6957,52.9348,True,12,strict
diverticulitis,Ciprofloxacin,3,4,24.7013,6.1753,5.5625,16,0.4375,31.125,True,12,strict
diverticulitis,Cipro,4,1,20.7013,6.9004,6.7778,9,0.6667,49.1111,True,12,strict
dry eye,Lifitegrast,1,1,52.8889,5.7032,5.5233,86,0.4651,14.0233,False,0,none
dry eye,Xiidra,2,2,51.6262,5.7012,5.5122,82,0.4634,14.7073,False,0,none
dry eye,Ocular lubricant,3,4,18.7543,4.5486,2.8235,17,0.2353,5.7059,False,0,none
dry eye,Systane,4,3,12.2351,4.995,1.0,6,0.0,12.3333,False,0,none
dry skin,Emollients,1,5,42.0322,6.5643,6.439,41,0.6341,9.1951,False,3,strict
dry skin,EpiCeram,2,4,27.4737,7.3427,7.6429,14,0.7857,18.6429,False,3,strict
dry skin,Urea,3,1,24.2727,8.0909,9.5556,9,1.0,21.2222,False,3,strict
dry skin,Ammonium lactate,4,2,21.2926,8.0479,9.8571,7,1.0,36.7143,False,3,strict
dry skin,Biafine,5,3,21.2926,8.0479,9.8571,7,1.0,9.4286,True,3,strict
duodenal ulce,Sucralfate,1,1,23.987,7.9957,9.3333,9,1.0,45.4444,True,31,loose
duodenal ulce,Carafate,2,2,17.0874,7.6417,9.2,5,1.0,58.4,False,31,loose
duodenal ulce,Pantoprazole,3,3,15.3775,6.877,6.6,5,0.6,19.6,True,31,loose
dysautonomia,Midodrine,1,1,19.0392,7.7727,9.3333,6,1.0,24.1667,False,0,none
dysautonomia,Pyridostigmine,2,3,17.5423,7.1616,7.5,6,0.8333,8.6667,False,0,none
dysautonomia,Alprazolam,3,2,17.3505,7.7594,9.6,5,1.0,15.6,False,0,none
dysautonomia,Mestinon,4,4,15.7721,7.0535,7.2,5,0.8,9.0,False,0,none
dysuria,Phenazopyridine,1,3,52.1354,6.7875,6.7458,59,0.6441,14.7458,False,0,none
dysuria,Uricalm,2,2,29.5597,7.1693,7.2941,17,0.7059,18.4706,False,0,none
dysuria,Pyridium,3,4,25.3151,6.7657,6.5714,14,0.6429,20.0714,False,0,none
dysuria,Azo-Standard,4,1,19.7609,7.4689,8.2857,7,1.0,18.0,False,0,none
eczema,Mometasone,1,1,45.4949,8.5977,9.2857,28,0.9286,20.8571,False,0,none
eczema,Elocon,2,2,38.1402,8.5284,9.45,20,0.95,26.2,False,0,none
eczema,Desonide,3,3,34.678,8.4107,9.4118,17,1.0,21.8824,False,0,none
eczema,Elidel,4,9,31.9056,7.3197,7.5263,19,0.6842,17.1579,False,0,none
eczema,Pimecrolimus,5,10,31.9056,7.3197,7.5263,19,0.6842,17.1579,False,0,none
eczema,Dupilumab,6,5,30.4156,7.6039,8.0625,16,0.8125,18.0,False,0,none
eczema,Dupixent,7,7,29.1061,7.5152,7.9333,15,0.8,18.9333,False,0,none
eczema,Hydrocortisone,8,4,25.2852,7.9959,9.2,10,1.0,9.8,False,0,none
eczema,Halobetasol,9,6,21.3418,7.5455,8.375,8,0.875,10.25,False,0,none
eczema,Desoximetasone,10,8,21.0589,7.4455,8.125,8,0.75,19.0,False,0,none
eczema,Prednisone,11,11,20.4933,7.2455,7.625,8,0.75,36.875,False,0,none
edema,Furosemide,1,2,47.1064,7.3568,7.4634,41,0.6829,64.1951,True,5,strict
edema,Lasix,2,3,34.062,7.262,7.4091,22,0.6818,86.2273,True,5,strict
edema,Hydrochlorothiazide / triamterene,3,7,24.2162,6.7164,6.4615,13,0.6154,24.9231,True,5,strict
edema,Spironolactone,4,1,21.6246,7.6455,8.625,8,1.0,38.25,False,5,strict
edema,Triamterene,5,6,16.7258,6.8283,6.5,6,0.8333,25.5,False,5,strict
edema,Bumetanide,6,4,16.0351,7.1711,7.6,5,0.8,20.4,False,5,strict
edema,Hydrochlorothiazide,7,5,15.6405,6.9947,7.0,5,0.8,42.2,True,5,strict
emale infertility,Clomiphene,1,2,46.3144,7.1465,7.1905,42,0.6667,74.881,False,0,none
emale infertility,Clomid,2,1,42.1152,7.3313,7.4545,33,0.697,92.7879,False,0,none
emale infertility,Metformin,3,3,15.7721,7.0535,7.2,5,0.6,23.8,False,0,none
emergency contraception,Levonorgestrel,1,3,343.8225,8.4618,8.4724,1651,0.8419,13.5542,False,1,loose
emergency contraception,Plan B,2,1,243.6465,8.674,8.6996,789,0.8682,12.0811,False,1,loose
emergency contraception,Plan B One-Step,3,2,203.1585,8.647,8.683,552,0.8623,19.7971,False,1,loose
emergency contraception,Ulipristal,4,5,62.4078,7.2548,7.2973,74,0.6892,9.1486,False,1,loose
emergency contraception,ella,5,7,60.2936,7.1555,7.1831,71,0.6761,9.5352,False,1,loose
emergency contraception,Aftera,6,8,59.407,6.9059,6.8919,74,0.6757,6.9595,False,1,loose
emergency contraception,Next Choice,7,4,51.8707,7.8198,8.0455,44,0.8409,14.4091,False,1,loose
emergency contraception,My Way,8,6,33.6481,7.1738,7.2727,22,0.7273,5.5455,False,1,loose
emergency contraception,EContra EZ,9,9,13.7991,6.1711,4.2,5,0.2,4.0,False,1,loose
endometriosis,Leuprolide,1,22,58.3742,5.7799,5.6373,102,0.5098,21.1078,False,3,strict
endometriosis,Ethinyl estradiol / levonorgestrel,2,16,53.9055,6.2664,6.1486,74,0.527,8.2432,False,3,strict
endometriosis,Lupron Depot,3,19,52.0997,5.9762,5.8158,76,0.5263,22.8421,False,3,strict
endometriosis,Ethinyl estradiol / norethindrone,4,15,47.311,6.3222,6.1786,56,0.5714,8.0,False,3,strict
endometriosis,Medroxyprogesterone,5,17,45.1265,6.1986,6.0189,53,0.5849,19.8302,False,3,strict
endometriosis,Depo-Provera,6,14,43.139,6.3605,6.1957,46,0.6087,22.3913,False,3,strict
endometriosis,Ethinyl estradiol / norgestimate,7,13,40.2472,6.3636,6.175,40,0.55,8.375,False,3,strict
endometriosis,Goserelin,8,8,31.831,6.4975,6.25,24,0.5417,21.125,False,3,strict
endometriosis,Zoladex,9,9,31.831,6.4975,6.25,24,0.5417,21.125,False,3,strict
endometriosis,Norethindrone,10,18,31.5645,6.0746,5.6667,27,0.4444,15.1481,False,3,strict
endometriosis,Seasonique,11,24,29.8325,5.7413,5.1852,27,0.4444,10.9259,False,3,strict
endometriosis,Loestrin 24 Fe,12,11,26.4318,6.4107,6.0,17,0.5294,12.7647,False,3,strict
endometriosis,Lupron,13,23,23.7305,5.7555,4.8824,17,0.4706,22.2353,False,3,strict
endometriosis,Microgestin Fe 1 / 20,14,4,23.3475,7.0395,7.0909,11,0.6364,10.2727,False,3,strict
endometriosis,Sprintec,15,10,22.5035,6.4962,6.0,12,0.5833,7.8333,False,3,strict
epilepsy,Levetiracetam,1,17,52.9842,6.2881,6.169,71,0.5493,16.6901,False,1,loose
epilepsy,Carbamazepine,2,11,52.2918,6.9262,6.9123,57,0.6842,13.8772,False,1,loose
epilepsy,Divalproex sodium,3,7,52.0706,7.1524,7.1887,53,0.717,16.2264,True,1,loose
epilepsy,Depakote,4,9,42.0305,7.1045,7.1429,35,0.7143,19.0571,False,1,loose
epilepsy,Keppra,5,19,40.2876,6.1438,5.907,43,0.5349,24.0698,False,1,loose
epilepsy,Phenytoin,6,2,37.6937,7.3923,7.5769,26,0.8462,8.3846,True,1,loose
epilepsy,Tegretol,7,14,36.7638,6.7121,6.6,30,0.6333,17.9,False,1,loose
epilepsy,Dilantin,8,5,33.3152,7.27,7.4286,21,0.8095,9.7619,False,1,loose
epilepsy,Lamotrigine,9,12,28.1379,6.8245,6.7059,17,0.5882,4.5294,True,1,loose
epilepsy,Depakote ER,10,3,27.3298,7.3042,7.5714,14,0.7857,13.1429,False,1,loose
epilepsy,Perampanel,11,18,23.9421,6.1818,5.5333,15,0.4667,10.2,False,1,loose
epilepsy,Fycompa,12,16,23.876,6.3811,5.8571,14,0.5,10.7857,False,1,loose
epilepsy,Gabapentin,13,13,21.4042,6.7686,6.5,10,0.7,19.4,False,1,loose
epilepsy,Felbamate,14,1,21.0589,7.4455,8.125,8,0.875,6.5,False,1,loose
epilepsy,Carbatrol,15,4,20.6347,7.2955,7.75,8,0.75,12.125,False,1,loose
erectile dysfunction,Tadalafil,1,2,163.1509,8.6592,8.7155,355,0.8761,51.0113,False,5,loose
erectile dysfunction,Cialis,2,1,154.3559,8.697,8.7619,315,0.8825,56.6444,False,5,loose
erectile dysfunction,Sildenafil,3,4,118.5306,8.4024,8.4874,199,0.8442,48.9447,True,5,loose
erectile dysfunction,Viagra,4,3,100.2369,8.5327,8.6667,138,0.8623,61.4638,False,5,loose
erectile dysfunction,Vardenafil,5,7,90.4962,8.0942,8.2,125,0.856,57.608,False,5,loose
erectile dysfunction,Levitra,6,8,78.9178,7.9719,8.0918,98,0.8367,54.8265,False,5,loose
erectile dysfunction,Alprostadil,7,10,67.4069,7.6323,7.7308,78,0.7949,48.1538,False,5,loose
erectile dysfunction,Edex,8,6,40.5283,8.1057,8.64,25,0.92,55.16,False,5,loose
erectile dysfunction,Avanafil,9,11,39.6876,6.4382,6.2632,38,0.6053,32.3684,False,5,loose
erectile dysfunction,Staxyn,10,5,39.0283,8.3209,9.0455,22,1.0,82.4091,False,5,loose
erectile dysfunction,Stendra,11,12,38.1136,6.3523,6.1389,36,0.5833,34.1389,False,5,loose
erectile dysfunction,Muse,12,14,28.4059,6.0562,5.5455,22,0.5,61.5455,False,5,loose
erectile dysfunction,Caverject Impulse,13,9,19.0392,7.7727,9.3333,6,1.0,50.0,False,5,loose
erectile dysfunction,Yohimbine,14,13,14.0621,6.2888,4.6,5,0.4,8.4,False,5,loose
